episode,1000_step_score,1000_step_loss,1000_step_length,500_step_score,500_step_loss,500_step_length,250_step_score,250_step_loss,250_step_length
263,-97.61929429,3561.227024,1000,-55.68023341,2912.880179,500,-4.524063903,1988.252131,250
264,-133.0356429,1719.178488,1000,-72.56073487,5168.199001,500,4.635342597,2189.91831,250
265,-78.26543106,999.2164145,1000,-54.97405279,4068.188192,500,15.13312228,1184.786816,250
266,55.00184788,2342.888799,1000,-142.7590511,1332.32863,374,-50.28173669,5041.792925,250
267,-133.3784816,1694.914221,1000,-6.537061024,3452.795992,500,-32.30395374,1430.464219,250
268,-98.79235164,1121.939389,1000,-111.9694398,1969.728766,135,29.86421725,4549.854768,250
269,-144.3465548,993.2506499,1000,-81.30612624,5557.543941,500,-4.985735605,1922.555415,250
270,-91.028738,1573.697488,1000,-71.41609952,3158.874618,500,-19.36958885,1252.285954,250
271,-109.758222,921.416062,1000,-129.5362688,1368.710369,141,-29.27235647,1707.682677,250
272,-88.2645872,167.9120235,201,-70.60316151,2370.920491,500,-3.842530917,1095.488361,250
273,-125.4545172,1063.82394,1000,-12.41107218,2981.692055,500,-11.06629296,1179.06828,250
274,-115.6305421,910.0225674,1000,-3.788863161,2957.956359,500,73.43935928,1524.786443,250
275,-137.6018347,1687.736656,1000,-36.89475393,3798.596219,500,28.91412642,1266.677099,250
276,-201.0377678,970.7806044,566,-16.86072811,3113.90806,500,27.04025417,4796.164182,250
277,-211.2967233,1059.650233,404,-58.36744573,3409.951907,500,47.70143505,1032.707307,250
278,-133.3475625,704.1269938,116,-42.36275978,2329.962147,500,-41.08549161,2394.507771,250
279,-78.09707622,1031.855659,1000,-66.57006014,3950.785952,500,-21.47399539,1430.160765,250
280,-124.6683986,1414.353945,1000,-50.16611658,2140.29156,500,35.27803789,1045.847007,250
281,-62.50808844,2785.381403,1000,-61.44070285,1560.960181,500,26.03181496,1439.274364,250
282,-105.7760547,189.2148341,218,-0.750195939,2820.366823,500,22.38850562,2051.021213,250
283,-90.74871714,123.3472134,153,-62.47655962,1829.621998,500,-37.65076421,1665.736537,250
284,-115.3197775,1504.650946,1000,-66.45759706,3706.219624,500,19.80274905,1559.155905,250
285,-49.25384947,1820.05784,497,-43.49709585,2157.730469,500,2.911283105,3642.206034,250
286,-85.78478141,3241.47413,1000,-69.32357686,2934.568439,500,24.84068275,1689.225388,250
287,-109.918537,1556.070709,1000,20.53722618,3271.119128,500,-23.10289442,1216.043521,250
288,-122.0390119,177.9930756,195,-171.3287791,709.5901091,108,-0.214451889,1473.432302,250
289,-106.4322139,1065.837569,372,-157.111445,256.8476802,121,-6.965742791,1205.610398,250
290,-21.48382168,2574.752467,1000,-12.64724602,2076.689761,500,13.65882415,1627.573452,250
291,-87.37429268,1576.812217,1000,-151.042747,2767.097366,491,-11.52461097,1904.411471,250
292,-115.0940434,1447.688159,1000,-39.72622749,2010.781201,500,68.24103949,960.6089749,250
293,-20.15972949,2407.376335,1000,-35.66624779,1346.240322,500,-9.166475539,2146.882462,250
294,-14.73454325,1461.194987,1000,-38.08716154,1490.524266,500,28.01595703,2858.0213,250
295,-186.5872206,340.7147406,455,-23.37652212,1304.676816,500,15.31358675,1216.157816,250
296,-75.69913387,1413.821953,1000,-19.90276312,1592.218666,500,-25.71246854,459.6009736,88
297,-58.52142385,1346.331131,1000,-46.3197724,1183.84929,500,-19.78114277,1111.386216,250
298,-118.7672369,3899.058137,1000,-25.78227796,1423.310823,500,-32.16202262,1982.163173,250
299,-61.66632028,3208.048784,1000,-45.38136215,1904.421437,500,-2.092070456,1336.254445,250
300,-122.8831061,997.9041663,1000,-1.462370935,1210.009376,500,52.83875909,1575.260074,250
301,-15.81954579,857.8845967,1000,-46.92029193,1926.112055,500,-89.26887791,4747.281006,183
302,-32.72368872,1300.371923,1000,-33.90741775,2009.313622,500,59.99806612,4238.042425,250
303,6.415987853,1650.256693,1000,-9.859527235,4016.822265,500,1.682463882,980.2539165,250
304,-60.97292233,3368.412547,1000,-5.597713522,2118.33454,500,3.333754333,651.6716986,250
305,-55.17725563,1671.509659,1000,-52.4716684,1503.296865,500,-17.74587594,3338.748208,250
306,-88.70636273,1474.618945,1000,-12.31310897,1334.981829,500,-39.4965852,1202.499867,250
307,-61.2240561,2104.252311,1000,-169.999739,221.5435951,170,13.10046111,1432.866588,250
308,-9.032662005,1780.236033,1000,-45.57314408,1153.946969,500,6.287121075,1656.497418,250
309,14.44849967,3546.604754,1000,-20.2438051,1236.241071,500,-26.34760086,1170.617661,250
310,-45.724952,1292.682978,1000,-62.46439295,701.4879923,500,-30.58942375,1938.803328,250
311,-80.54864658,827.9131827,1000,0.496687837,605.1049296,500,136.747114,1619.39041,250
312,-4.834086946,771.6089852,1000,-36.23217664,1959.337074,500,32.23265644,1225.589279,250
313,-61.88463636,3006.472512,1000,-67.75269559,2296.52032,500,-29.85149583,1334.889622,250
314,-17.90330458,1690.861144,1000,-6.329473847,688.2209523,500,41.85933891,920.0714029,250
315,-51.50235996,1954.464384,1000,-30.09178796,1976.989248,500,-1.033883837,1740.293777,250
316,-357.0816094,123.2783394,93,17.84316796,687.5468303,500,-29.76971445,1363.556192,250
317,-74.84206362,1090.461165,1000,-10.40920894,1554.27234,500,75.9237949,1107.766292,250
318,-80.25775622,59.17682743,78,-92.41173312,1493.848796,145,26.30552159,2215.217571,250
319,-51.87792428,3671.858437,1000,-89.13265793,189.9961598,120,-9.065511999,1840.030192,250
320,-227.8603289,163.7119782,105,-43.80228688,841.6130791,500,13.06044083,1248.434,250
321,-33.72984622,1582.591098,1000,-56.96221508,594.0615515,500,10.60265973,1221.133161,250
322,-142.4581979,827.8159398,175,-30.48234052,519.9893179,500,31.92148728,1103.609033,250
323,-6.731307868,2002.659756,1000,-24.19430371,495.8762305,500,-10.46174321,1051.444301,250
324,-18.41932674,1767.391666,1000,29.33131961,2114.056455,500,30.67893192,952.3235197,250
325,-69.78204225,1570.633138,1000,-37.97749712,1070.304781,500,32.59110905,1697.811521,250
326,-58.78255278,892.6302245,1000,-21.72618224,2096.704833,500,-23.72510111,1725.037416,250
327,9.050108113,3266.571171,1000,0.579076025,1181.22091,500,42.22304291,1041.482088,250
328,-59.43345381,2578.527793,1000,-21.74024699,1007.042469,500,48.68754282,837.6483622,250
329,-31.48000025,5138.336646,1000,13.2254762,1067.688745,500,77.48045249,2092.456607,250
330,-41.53632495,1756.732078,1000,-29.15689258,926.5818462,500,26.01257432,942.9859791,250
331,-31.35488381,1735.760946,1000,-18.85557995,1029.34324,500,2.893504215,1521.541454,250
332,-13.47914802,4822.449751,1000,-30.18438232,445.2371378,500,-9.902690366,1388.224175,250
333,-42.13232895,3588.077855,1000,51.92716062,1454.611008,500,19.44658686,1326.107109,250
334,-66.27339917,2114.974638,1000,-452.6093885,118.2421674,84,-31.72834349,1468.443142,250
335,-81.93137502,1328.281162,1000,43.88367715,1249.486103,500,-17.36688057,1105.085491,250
336,-39.48525267,1877.171986,1000,26.02293412,1800.489058,500,18.2456034,983.2082849,250
337,-56.1175718,2491.871247,1000,-340.6965937,780.6827618,326,80.41924392,1188.905593,250
338,-69.65601996,753.4974846,1000,-583.7515887,133.0770935,90,-26.02055832,817.3446418,250
339,-11.36173947,3034.634228,1000,-545.085893,481.241199,86,1.490217826,2159.625822,250
340,31.17993754,1390.177627,1000,0.261728152,1181.063459,500,85.36459252,1247.670581,250
341,-65.63640875,806.4581591,1000,-11.71557409,2076.881495,500,58.32931959,896.9367867,250
342,6.600375009,1570.51788,1000,-29.80871654,1018.304905,500,-2.6954515,1139.688265,250
343,31.36691376,1595.900632,1000,-10.87709615,1628.063156,500,-0.481768571,1286.788728,250
344,-27.05176521,2753.752268,1000,-0.724720078,435.0944963,500,-16.80822106,959.0595227,250
345,-50.69139313,1709.856121,1000,-37.03676547,961.9481574,500,-37.04415169,1106.32136,250
346,16.30841175,903.160323,1000,-47.00086323,611.5663516,500,-4.644864558,871.0243549,250
347,-57.56378714,2487.485272,1000,61.02578882,516.841464,500,-3.962403864,913.9196863,250
348,6.918536402,1267.847083,1000,93.62586575,490.47457,500,-1.601378003,1775.898474,250
349,-23.7320137,2184.678755,1000,-23.87396222,1106.610794,500,-9.835845953,1253.930763,250
350,-271.6379747,288.2972254,270,-34.81399925,4260.516966,500,17.63649144,5108.161868,250
351,42.78941542,3080.032453,1000,-42.09071661,1225.667617,500,-15.92081942,1535.60093,250
352,-0.765913854,1783.72439,1000,-5.620755865,1874.991562,500,-15.46142669,1266.500214,250
353,-185.0544868,482.8995585,233,-57.64784971,1586.91135,500,-4.792844681,967.1149499,250
354,-1.624658821,1701.192936,1000,-13.26276439,395.4998291,500,65.55459266,1076.362885,250
355,-269.1382191,113.8996375,104,-40.30718413,443.926752,500,32.98885273,1831.535936,250
356,-102.7429139,188.3784128,236,-51.91347249,848.4684297,500,-14.83513013,2959.545061,250
357,-160.1247217,95.16899884,123,-43.78841131,1040.102417,500,-9.642598859,1424.638936,250
358,-105.7557909,114.2018439,146,-64.32548581,893.6602116,500,-12.83925571,908.0986223,250
359,-1.701891274,1621.034642,1000,19.69746615,1911.715024,500,29.85938179,1247.310733,250
360,-70.09991083,2779.12209,1000,-18.77631101,1947.581303,500,-7.679932872,1507.750351,250
361,-8.367126752,3126.9205,1000,-10.27485211,2196.023195,500,48.35407076,724.7600935,250
362,-15.19427462,2343.316658,1000,-193.1253369,593.9460177,474,-23.51122464,861.5080092,250
363,-24.88760652,1519.996766,1000,-20.71463506,1714.467945,500,33.37456737,1205.205509,250
364,-34.96062761,1315.426581,1000,1.549940941,1191.463453,500,35.32493815,1310.143044,250
365,137.2032009,2251.029021,923,-41.10222743,702.3206384,500,-89.60549995,152.7129529,62
366,169.6876906,1633.100719,799,57.98854356,1124.138497,500,20.66485207,1041.75556,250
367,120.4987245,2079.347005,979,-22.50605551,910.8751133,500,-30.68790547,1440.93632,250
368,-159.1785909,736.7867447,148,-76.45227986,840.3571187,500,1.080119377,963.4346962,250
369,-106.0061917,377.7980162,372,61.41993682,1051.068697,500,1.070293274,1936.125402,250
370,-0.907279194,2136.079759,1000,-57.58207111,1414.67696,500,27.30059878,1745.274878,250
371,0.444401575,1560.164491,1000,12.36203673,757.7000288,500,36.62954331,1102.518285,250
372,-234.368863,2591.701302,753,11.46392185,2473.742576,500,-10.76172865,786.4602547,250
373,-191.0110503,830.5270692,121,-10.7078977,2746.224559,500,-12.11265493,2095.277263,250
374,1.676277202,1839.271204,1000,-15.03169635,1412.897582,500,-10.16022817,212.7656422,70
375,-60.7020865,1861.858517,1000,-14.10693531,588.2557603,500,-38.59409398,156.018657,54
376,8.499999111,2465.340315,1000,88.05947247,1960.58564,500,-21.69151714,229.4776418,85
377,-40.69931219,1285.780927,1000,-12.61114682,1880.60463,500,-9.817741152,4127.701164,250
378,138.8424006,4159.136387,844,19.85036617,1879.578268,500,5.967796418,2174.655056,250
379,-18.14899422,2803.97269,1000,76.9073524,1561.986391,500,41.09644045,2158.786384,250
380,11.23762034,3057.566218,1000,-10.47784447,1567.465347,500,34.73659712,1807.519275,250
381,-41.76336277,2333.664012,1000,46.59180087,556.2363721,500,-4.386844774,980.1478252,250
382,-326.9500769,258.1412721,298,-14.78805352,1018.96506,500,-15.21318013,1494.642453,250
383,22.0541169,2134.704937,1000,10.86304837,885.2013209,500,13.30195727,1193.845906,250
384,-37.6294389,4085.12364,1000,-63.53346281,3281.565757,500,26.40804368,1022.43829,250
385,-18.72794103,1979.103631,1000,31.82207246,2221.497932,500,-17.72384799,1475.078478,250
386,-14.58822502,3386.830359,1000,2.823488007,1161.007089,500,17.41289391,1507.945905,250
387,197.6958731,659.6658092,716,-145.5026617,129.3103269,139,17.22784484,2840.293499,250
388,24.13016825,2341.441517,1000,-3.825620982,847.9629912,500,16.9780772,1506.82426,250
389,-25.27059329,2394.396561,1000,-2.847766727,680.8204892,500,25.3798504,1613.613234,250
390,136.5428324,1668.309429,899,-48.81793698,315.8299299,417,-13.45788613,1738.896716,250
391,-167.1122304,948.2472878,267,-14.91336098,1759.117707,500,20.05590257,1687.765966,250
392,175.2697899,1561.940519,440,74.61140411,1399.425604,500,-53.42712896,332.9406767,70
393,178.1025206,1931.401441,907,-55.79996704,1847.215513,500,28.31520344,1281.088134,250
394,-24.14316305,2145.876647,1000,-53.39492517,1023.372366,345,122.4869019,1203.462634,250
395,-155.107531,132.2097733,135,91.54358978,1669.122496,500,-19.84513168,742.9178832,250
396,-153.9806466,385.2428918,153,-26.01430804,637.7019475,500,-24.60577807,731.2719729,250
397,-6.462367987,2605.189155,1000,7.743306476,942.3433329,500,-14.77832424,829.3758562,250
398,6.312616051,3094.227156,1000,90.0967998,444.7213827,500,-6.002313077,1548.062515,250
399,-52.75202129,3152.930071,1000,1.077053856,834.0944214,500,-15.53962568,886.62884,250
400,-42.41087181,979.7568226,484,-158.8917133,2650.782721,428,-11.26333903,1639.724162,250
401,5.682689147,1098.7899,1000,32.41659566,1069.070179,500,-6.300191789,591.3157566,250
402,128.785997,1428.263166,807,-4.832508674,2453.635086,500,-26.01530702,1078.049925,250
403,181.7989853,1989.629396,796,5.82958664,737.8653369,500,115.4983184,753.0092235,250
404,163.1337747,3282.781115,936,2.735403068,626.2033461,500,68.53470614,908.7345014,250
405,-4.84504577,2458.93362,1000,118.9604143,1462.438784,500,32.31645056,1164.194398,250
406,215.8807991,1041.290836,619,30.63069603,742.3605837,500,-30.31097763,1468.422864,250
407,-46.01808098,2744.703923,1000,14.42028729,573.3753897,500,-1.935397578,1216.349572,250
408,190.0741817,1303.370681,597,-10.71953233,1360.845992,500,-31.873935,588.4411469,79
409,17.83608931,5928.204694,1000,43.34763488,2720.934098,500,-12.41381876,2052.872079,250
410,9.830266641,4235.58191,1000,0.251434436,964.4325578,500,-36.62630084,1037.824231,250
411,-38.20989812,1861.329998,1000,28.66191735,1589.584191,500,-22.15267099,1707.458306,250
412,9.493887815,2010.838448,1000,-5.459173559,1492.915204,500,19.70815674,1936.721482,250
413,-68.29285229,640.8640063,687,0.120545416,2591.361935,500,-24.43546014,1823.623216,250
414,-119.8104843,85.16027462,132,-31.84902106,362.9017745,500,-45.80885126,196.9342341,52
415,171.5122427,4314.488966,978,88.31335299,1835.472885,500,-15.07688554,1361.761352,250
416,-82.30270004,4373.08804,1000,-29.53637299,1431.13328,500,34.04824682,1923.644441,250
417,-58.28963638,3429.526772,1000,18.87063465,836.2330009,500,51.2797704,1135.897435,250
418,209.5541569,1460.360992,490,58.90771835,853.5225199,500,55.01956303,1727.315776,250
419,146.9322541,1343.973411,646,29.43319642,797.1830399,500,10.26674747,1178.017791,250
420,-33.56870057,3805.130358,1000,-206.2201423,1615.519998,404,0.196833013,2012.019178,250
421,-40.83728735,3339.983561,1000,47.29836631,1409.559601,500,-9.663044894,1486.221774,250
422,5.452116217,1962.023224,1000,42.7124981,1159.765309,500,-1.74906619,1304.655057,250
423,-28.27244544,2134.026952,1000,72.81780616,665.079698,500,-14.88320637,1305.330384,250
424,246.9612555,893.2621397,374,4.49979293,1190.685369,500,-35.65720927,1985.143427,250
425,-7.219758381,4450.328941,1000,30.72335321,1034.488251,500,43.51534305,2317.470697,250
426,157.8939924,2851.757628,892,26.02808256,383.5898228,500,-38.46667226,1740.618281,250
427,142.6846228,3948.258081,937,49.54932347,2640.447456,500,-1.455795704,1130.731468,250
428,273.9283072,2737.760921,328,29.42375737,1873.161734,500,-39.18410655,1108.653765,250
429,200.3010759,1521.195498,496,23.88450013,1296.822746,500,21.83076056,903.4672303,250
430,0.02352756,3213.45526,1000,7.800074714,522.6369584,500,49.69443492,1071.865236,250
431,-139.0938011,3647.653628,417,0.744624337,373.4532768,500,-4.763196129,1095.74224,250
432,183.549257,2464.490901,810,1.046182083,957.666025,500,37.06685567,1000.911452,250
433,216.6574915,2063.858344,541,68.35662997,807.8438298,500,-30.07540501,1168.67991,250
434,-154.1524157,1593.612556,143,28.03070531,2041.744018,500,8.504305282,2886.295399,250
435,-31.64547445,9301.566803,1000,78.35754392,712.844278,500,7.407047902,1240.11241,250
436,45.2668959,2455.294808,1000,76.25994957,2626.153776,500,8.86393927,835.6844587,250
437,187.4499958,1341.568413,610,60.44384785,1620.221471,500,42.55892429,896.0488281,250
438,-29.30277306,4858.184277,1000,68.79522354,886.7746377,500,-16.42400832,809.8319163,250
439,-110.9207051,188.9008626,152,64.11275619,443.7100353,500,-9.277488113,1504.785129,250
440,179.8850797,2058.408411,652,91.75329092,496.6420628,500,-12.5923935,1110.555815,250
441,191.5688743,4741.865843,741,1.14539311,321.3934078,500,-44.04874695,2383.269312,250
442,152.5388935,4406.354537,786,75.01303213,1577.730687,500,11.39353215,1103.230276,250
443,128.4801622,3719.519113,939,53.27711182,575.1187462,500,1.535086942,964.3940752,250
444,191.4571563,1412.349578,472,38.61777623,2247.548575,500,56.95263204,916.940068,250
445,243.8371588,2114.374738,553,95.30855808,347.1678259,500,-77.92283019,337.0463505,68
446,176.1325924,5833.687741,958,80.35879878,1315.793901,500,-12.68202162,1023.352935,250
447,209.7157395,3157.892196,705,-30.49215814,513.9689728,500,81.22214478,4987.666945,250
448,-24.91888574,2715.809462,275,17.37782942,1269.717485,500,12.27439264,1045.501766,250
449,242.4258723,1822.661883,467,-39.75362462,972.2461545,500,-37.47833779,1166.299644,250
450,-58.60412537,3710.673891,667,17.12052891,1769.555595,500,-12.1519825,1604.12214,250
451,180.7888278,4458.545709,588,39.43598184,2201.477717,500,-14.14641702,940.4529202,250
452,216.8091475,2167.248574,479,13.75821237,777.5887995,500,-15.20996218,1301.148966,250
453,-276.971061,3091.179129,540,25.00690554,2599.653918,500,-52.04322503,762.32066,190
454,242.6290692,2843.054681,278,-15.0174139,771.6306434,500,46.11627989,674.7099812,250
455,206.3349634,4754.141337,487,19.26062449,684.6923028,500,-29.67547537,222.9437454,97
456,-25.0073609,5978.093231,1000,19.05161989,327.4059548,500,-37.24979821,677.7284942,250
457,210.9862375,4920.010499,765,39.20100048,1507.465001,500,36.26823477,855.4050727,250
458,143.575232,3007.311553,835,62.66505604,969.5648755,500,-135.9702207,569.0764451,201
459,160.7475378,2481.664289,590,66.32064238,1227.001082,500,-8.793397553,808.0756087,250
460,206.3487555,1162.192938,416,26.52249607,802.462466,500,-44.88516079,1535.404273,250
461,8.451118913,8559.562957,1000,3.671616498,1225.422426,500,-26.90652745,917.243464,250
462,203.9466813,1295.483676,393,17.42996451,971.3163742,500,-9.085161825,947.1657746,250
463,-3.077070289,7193.018648,1000,19.06099585,937.7376529,500,28.20921029,906.1094502,250
464,161.21262,3360.049987,651,50.37648728,342.7884817,500,14.28682033,1291.778274,250
465,-153.1446096,3434.458341,874,8.779558066,1415.802773,500,-10.84115169,925.5022759,250
466,155.2190625,4299.334924,877,23.24905009,1214.925872,500,-21.82395942,755.0209193,250
467,12.09342023,3433.422518,1000,17.59300477,1310.203939,500,37.01876209,1074.683946,250
468,-9.252733639,8941.151163,1000,65.40975076,735.0795939,500,-43.73881868,761.0970395,250
469,3.050328781,9951.177625,1000,36.7038358,342.7076433,500,-6.473565037,656.3897445,250
470,193.5414533,2815.428889,380,51.94033423,563.6668624,500,82.22183762,825.0897176,250
471,29.78634651,3831.154023,1000,31.37504593,304.4267733,500,35.73428332,910.4696141,250
472,163.7758384,5837.024997,944,63.01820569,1129.866974,500,-39.06452804,615.9398242,250
473,258.8105069,2668.837558,402,60.18004966,850.1919347,500,-17.88388082,1486.352534,250
474,147.6150783,3641.852107,550,80.11144828,922.7011526,500,-5.561688446,934.1542302,250
475,200.0948036,5545.375904,561,4.321123515,750.8738921,500,-19.29437086,613.107807,250
476,182.410279,3654.539897,814,49.73005767,543.5149653,500,-29.56719064,577.3778145,250
477,242.5961816,3980.142535,623,3.248970501,434.1679249,500,-17.45764222,1002.033457,250
478,177.9492976,2508.988033,610,47.01188195,1299.162295,500,10.36575838,692.9202477,250
479,241.0942666,2187.896687,439,-22.52761159,502.2489388,500,99.55248129,618.7914934,250
480,252.4950738,3635.91502,478,39.13796865,952.3815718,500,99.6081761,593.2967681,250
481,228.2153602,1858.652906,547,59.93886677,384.638623,500,-24.39221884,780.706205,250
482,229.3231573,1629.029602,499,50.53397756,317.2200269,500,-96.58314296,681.7925987,117
483,227.8010552,4023.438719,396,30.24146093,653.4932863,500,11.65305631,550.3779106,250
484,181.9085507,4076.529866,639,61.26108848,1124.452232,500,5.169542772,2464.458982,250
485,141.8751873,6770.253303,744,17.10381444,736.7370437,500,4.96899089,1052.402605,250
486,287.9950153,1982.475825,230,76.75140386,1073.66227,500,-47.34172752,709.8484783,250
487,185.649827,4741.508852,711,72.48539946,350.8410612,500,36.16648983,746.4868264,250
488,190.4664951,6683.385145,713,65.57138809,498.6883135,500,-28.30172935,689.831809,250
489,185.5835583,3837.755098,514,-27.11573253,335.2761738,500,11.42200586,4529.171029,250
490,193.1512979,4482.609776,760,37.47462384,1292.442829,500,7.006127456,1005.813566,250
491,243.6293464,3259.033098,369,55.54496207,427.8610284,500,13.24098495,885.1483698,78
492,162.1273496,9599.771307,983,-76.5636581,1339.169174,325,-12.7449851,862.5922949,250
493,170.344708,8108.168667,725,80.66350493,449.9394,500,-7.754858089,1813.821076,250
494,161.2966187,5879.877705,680,34.17405021,359.4997149,500,-4.805877124,1858.742897,250
495,247.6056136,3749.250153,328,20.52472191,784.1595564,500,-4.720124583,1326.929727,250
496,244.7093999,3107.357605,268,49.25022888,505.912442,500,69.28453992,817.3354707,122
497,256.1411752,5322.045222,445,37.02270307,649.3893334,500,-18.45748464,768.3584251,250
498,239.8957424,7677.541312,584,51.21784099,729.3202146,500,-29.3429395,1622.140825,250
499,183.7734512,5530.284432,632,75.9423957,386.2646699,500,-14.46283148,442.0056231,105
500,145.2912171,9333.791079,866,62.20805253,476.2286233,500,-77.85979068,1774.195071,208
501,215.0093879,3753.644949,468,59.09021848,447.5077475,500,-13.67305358,1261.163013,250
502,181.2564076,5809.364013,533,66.43884103,932.3753436,500,52.51760289,1366.251681,250
503,215.2935087,2802.506705,643,73.73055059,893.0279593,500,78.69105876,848.6264918,250
504,204.7125492,4861.426285,680,55.26017811,319.6502936,500,-27.46746211,1106.696018,250
505,193.4157745,3037.195151,337,38.70850285,328.7620624,500,-4.170551456,1605.445701,250
506,186.3655915,2351.33768,555,58.02473975,1497.519257,500,68.0550739,1657.941963,250
507,191.0949349,6050.529823,741,26.5838344,343.7501039,500,16.98804644,1813.4495,250
508,188.3995745,7492.706022,648,65.87448231,383.6211608,500,21.38448598,766.1013606,250
509,259.8896131,1896.086605,313,66.36168666,715.4518194,500,51.63126121,1391.325949,250
510,231.8007327,5443.543711,460,43.580734,900.6794432,500,-2.508266156,636.5725888,250
511,188.6500602,7429.628901,863,14.57953423,569.0790065,500,-107.0387018,885.7022724,231
512,251.1665469,3036.421901,301,59.83628233,711.8523985,500,-12.00524413,1518.765733,250
513,231.7712035,4307.486862,624,37.18784291,423.1106134,500,51.61368791,803.9058714,250
514,296.492654,4015.959604,385,-1.753554946,204.8702131,286,-18.01509182,1359.748244,250
515,164.7421156,2221.957641,424,65.46176142,341.3013282,500,42.74796164,626.2577982,250
516,188.5241889,7784.092501,810,54.85593159,544.4810284,500,1.178715234,2038.326748,250
517,193.0855918,4229.935322,531,43.33908048,670.1146259,500,3.526486141,765.957408,250
518,35.67610448,10906.08767,1000,78.27695251,493.0584586,500,-18.74231893,766.6186128,250
519,170.3387207,5615.534438,504,69.28307167,1279.553237,500,0.617184171,2958.35561,250
520,217.2603446,5332.154802,664,47.36931402,627.1270179,500,29.86801689,771.6361022,250
521,286.9094375,2827.51652,464,64.29489452,357.8657598,500,11.08552914,701.0541248,250
522,270.9632436,2279.178775,282,46.87739638,333.1322812,500,41.70895644,2105.220915,250
523,4.182868235,7417.171845,1000,47.05394217,636.3708396,500,-7.657019895,851.4203954,250
524,134.5168936,12418.50439,969,70.64734944,489.299837,500,7.794084016,795.9101901,250
525,214.294358,4528.317389,385,54.7846985,671.2127568,500,6.287253729,1193.768921,250
526,164.6688238,10199.92088,889,58.66398909,580.3427919,500,-9.412177412,855.1340733,250
527,223.3376325,3689.849575,265,47.47066815,430.4155818,500,-2.795896043,1068.653093,250
528,224.0418586,4962.457745,387,75.5372955,430.5836877,500,-16.97450521,1537.989686,250
